26.507841,48.168901,83.850927,88.369106,0.0,0.0,0
26.507841,54.317555,87.766237,83.551845,0.0,0.0,100
26.507841,50.144253,88.533998,85.816441,0.0,0.0,200
26.507841,45.770377,89.102749,85.508444,0.0,0.0,300
20.023908,58.36985,87.557283,86.454219,0.0,0.0,400
20.023908,56.472391,85.206579,85.393916,0.0,0.0,500
20.023908,52.21737,87.514265,84.3485,0.0,0.0,600
20.023908,55.901931,92.633877,86.571324,0.0,0.0,700
20.023908,57.752501,85.210047,90.851933,0.0,0.0,800
20.023908,57.169688,85.39602,89.585153,0.0,0.0,900
27.180673,58.265776,89.204963,85.008839,0.0,0.0,1000
27.180673,55.034625,89.05749,88.733973,0.0,0.0,1100
27.180673,55.144661,85.964317,85.990289,0.0,0.0,1200
27.180673,59.987396,85.185124,85.876145,0.0,0.0,1300
26.202872,64.059811,88.876151,85.944224,0.0,0.0,1400
26.202872,62.200657,88.146938,85.344542,0.0,0.0,1500
26.202872,48.06347,85.440892,89.53652,0.0,0.0,1600
26.202872,80.462775,91.353528,85.494814,0.0,0.0,1700
13.19083,66.672569,93.352284,89.835971,0.0,0.0,1800
13.19083,71.598492,85.335513,85.146938,0.0,0.0,1900
13.19083,68.731283,87.978118,87.488288,0.0,0.0,2000
13.19083,70.07656,89.216202,87.303371,0.0,0.0,2100
13.19083,67.995467,86.909563,85.987079,0.0,0.0,2200
13.19083,71.033637,84.549979,86.648068,0.0,0.0,2300
13.19083,66.571592,85.039397,86.811249,0.0,0.0,2400
13.19083,68.965704,85.121287,86.610821,0.0,0.0,2500
52.105227,81.744352,85.514287,87.07922,0.0,0.0,2600
52.105227,80.311323,84.949159,88.638993,0.0,0.0,2700
20.807143,66.451571,91.772086,90.108655,0.0,0.0,2800
20.807143,76.197598,89.086173,85.27729,0.0,0.0,2900
20.807143,87.025161,88.528176,89.143639,0.0,0.0,3000
20.807143,87.168338,85.607394,87.903832,0.0,0.0,3100
20.807143,85.613644,85.522553,89.552683,0.0,0.0,3200
21.394052,75.17016,85.24995,91.217024,0.0,0.0,3300
21.394052,94.828128,84.687137,89.154557,0.0,0.0,3400
21.394052,81.981834,91.854203,83.321771,0.0,0.0,3500
21.394052,86.353961,91.800989,86.398879,0.0,0.0,3600
21.394052,83.472125,85.027368,90.141462,0.0,0.0,3700
15.291138,79.645106,87.865866,84.136431,0.0,0.0,3800
15.291138,107.866096,85.259637,85.708992,0.0,0.0,3900
15.291138,98.740259,89.435697,84.37602,0.0,0.0,4000
15.291138,76.778939,88.927582,85.570224,0.0,0.0,4100
15.291138,92.212661,85.185406,86.116054,0.0,0.0,4200
15.291138,117.292914,85.788735,86.71846,0.0,0.0,4300
15.291138,15.525942,85.79777,89.611519,0.0,0.0,4400
34.957427,15.525942,93.07879,85.433897,0.0,0.0,4500
34.957427,154.421949,85.444056,86.336972,0.0,0.0,4600
34.957427,107.99679,89.612357,84.653142,0.0,0.0,4700
26.37874,98.622478,85.737481,92.941509,0.0,0.0,4800
26.37874,91.465801,85.294169,87.182244,0.0,0.0,4900
26.37874,101.85812,85.445852,85.717555,0.0,0.0,5000
26.37874,115.656171,85.658343,82.226867,0.0,0.0,5100
24.825887,122.245325,89.143881,84.387439,0.0,0.0,5200
24.825887,103.246315,88.372957,85.686917,0.0,0.0,5300
24.825887,135.49961,91.80644,81.798825,0.0,0.0,5400
24.825887,99.495101,88.699805,85.633492,0.0,0.0,5500
56.382934,110.669793,84.981977,88.623581,0.0,0.0,5600
